Movie_Title,Storyline_Raw,Storyline_Processed
Goodrich,Winner is a brilliant young misfit from Texas who finds her morals challenged while serving in the U.S. Air Force and working as an NSA contractor.,winner brilliant young misfit texas finds morals challenged serving u air force working nsa contractor
Winner,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family.",sinister threat childhood returns haunt father desperately struggles deepest inner fear time fight family
Bagman,"A college student's life changes when he meets a powerful woman after his grandfather's corpse is stolen. As he uncovers a dark conspiracy, he learns he belongs to a hidden group of people with supernatural abilities.",college student life changes meets powerful woman grandfather corpse stolen uncovers dark conspiracy learns belongs hidden group people supernatural abilities
The Traveller,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",pampered cat takes granted lucky hand dealt rescued loved rose kind hearted passionate student loses ninth life fate steps set transformative journey
10 Lives,"A re-interpretation of the iconic '90s creature feature, in which a group of circus athletes - having found themselves stranded in a rain forest - come face-to-face with the elements, a bloodthirsty poacher, and a formidable giant snake.",interpretation iconic creature feature group circus athletes found stranded rain forest come face face elements bloodthirsty poacher formidable giant snake
Anaconda,A small village of Northern France is the battleground of undercover extraterrestrial knights.,small village northern france battleground undercover extraterrestrial knights
The Empire,"Michelle, a retiree in Burgundy, expects her grandson Lucas but a mistake ruins her plans. Her friend Marie-Claude's son is released from prison, reviving Michelle's purpose.",michelle retiree burgundy expects grandson lucas mistake ruins plans friend marie claude son released prison reviving michelle purpose
When Fall Is Coming,"Self-proclaimed tough guys 'Jae-pil' and 'Sang-gu' move into their dream European-style house. When unwanted visitors arrive, awakening an evil spirit hitherto sealed in the basement, a dark aura begins to envelop the house.",self proclaimed tough guys jae pil sang gu move dream european style house unwanted visitors arrive awakening evil spirit hitherto sealed basement dark aura begins envelop house
Handsome Guys,"Lifelong friends, three women share an unbreakable bond after decades of weathering life's storms. Now, through new heartbreaks, the trio is put to the test as they face one of their most challenging moments.",lifelong friends three women share unbreakable bond decades weathering life storms new heartbreaks trio put test face one challenging moments
The Supremes at Earl's All-You-Can-Eat,"When night falls, and the players have their eyes closed, werewolves make victims among the villagers.",night falls players eyes closed werewolves make victims among villagers
Family Pack,"Two college freshmen pull a ""Turkey Dump"" and break up with their high school sweethearts over ""Drunksgiving"" - the one chaotic night before Thanksgiving in their hometown that puts their codependent friendship to the test.",two college freshmen pull turkey dump break high school sweethearts drunksgiving one chaotic night thanksgiving hometown puts codependent friendship test
